period,raid,boss,name,dps,ilvl,bossfight_id,datetime,duration,map_id,difficulty,encounter_id,source_url
four_weeks,TK,Solarian,Spaces,20685,273,2019196,2026-08-05T20:50:39.000000Z,328,550,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=2&specs=6%3A1
four_weeks,TK,Kaelthas,Ironsky,24094,282,2017456,2026-07-26T18:22:51.000000Z,662,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Ironsky,23157,282,2018764,2026-08-02T17:58:24.000000Z,619,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Эчпэчмак,22780,281,2013640,2026-07-19T18:28:29.000000Z,842,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Эчпэчмак,22387,281,2017456,2026-07-26T18:22:51.000000Z,662,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Ironsky,22132,282,2021247,2026-08-16T17:56:25.000000Z,577,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Tanadis,21938,282,2020733,2026-08-13T18:40:58.000000Z,603,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Ironsky,17313,282,2013640,2026-07-19T18:28:29.000000Z,842,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Alveria,16844,281,2021219,2026-08-16T17:10:11.000000Z,690,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Графтррахула,14291,278,2013148,2026-07-16T20:30:37.000000Z,796,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,TK,Kaelthas,Графтррахула,13453,279,2020264,2026-08-10T20:46:28.000000Z,725,550,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=38&boss=3&specs=6%3A1
four_weeks,SSC,Hydross,Ворбул,39527,281,2013585,2026-07-19T16:10:10.000000Z,235,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Ворбул,38357,281,2017402,2026-07-26T16:06:36.000000Z,217,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Ironsky,37698,282,2017402,2026-07-26T16:06:36.000000Z,217,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Tanadis,37306,281,2018129,2026-07-30T18:03:21.000000Z,220,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Ironsky,36699,282,2021198,2026-08-16T16:06:58.000000Z,191,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Ironsky,36569,281,2013585,2026-07-19T16:10:10.000000Z,235,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Эчпэчмак,35527,281,2013585,2026-07-19T16:10:10.000000Z,235,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Ironsky,34032,282,2018712,2026-08-02T16:08:50.000000Z,204,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Tanadis,33418,280,2012957,2026-07-16T16:49:40.000000Z,253,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Tanadis,33067,282,2020624,2026-08-13T16:30:20.000000Z,201,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Эчпэчмак,32304,281,2017402,2026-07-26T16:06:36.000000Z,217,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Alveria,27302,281,2016695,2026-07-23T16:09:05.000000Z,281,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Alveria,25181,281,2019356,2026-08-06T16:09:45.000000Z,256,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Графтррахула,21900,278,2019524,2026-08-06T19:21:01.000000Z,283,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Графтррахула,20767,278,2013160,2026-07-16T20:53:19.000000Z,287,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Графтррахула,16731,280,2020775,2026-08-13T19:24:21.000000Z,298,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Hydross,Spaces,15997,274,2019450,2026-08-06T17:52:34.000000Z,387,548,3,0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=0&specs=6%3A1
four_weeks,SSC,Lurker,Ironsky,40756,282,2018716,2026-08-02T16:15:41.000000Z,216,548,3,1,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=1&specs=6%3A1
four_weeks,SSC,Lurker,Ironsky,40510,282,2021199,2026-08-16T16:13:14.000000Z,193,548,3,1,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=1&specs=6%3A1
four_weeks,SSC,Lurker,Эчпэчмак,36742,281,2017404,2026-07-26T16:16:45.000000Z,382,548,3,1,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=1&specs=6%3A1
four_weeks,SSC,Lurker,Эчпэчмак,26808,281,2013587,2026-07-19T16:18:02.000000Z,281,548,3,1,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=1&specs=6%3A1
four_weeks,SSC,Lurker,Ворбул,26766,281,2013587,2026-07-19T16:18:02.000000Z,281,548,3,1,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=1&specs=6%3A1
four_weeks,SSC,Lurker,Ironsky,14047,281,2013587,2026-07-19T16:18:02.000000Z,281,548,3,1,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=1&specs=6%3A1
four_weeks,SSC,Leotheras,Ворбул,46544,281,2013591,2026-07-19T16:35:03.000000Z,296,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Ворбул,45154,281,2017416,2026-07-26T16:41:58.000000Z,293,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Ironsky,44863,282,2018721,2026-08-02T16:28:13.000000Z,256,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Ironsky,44813,282,2021202,2026-08-16T16:23:47.000000Z,242,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Tanadis,44223,280,2012976,2026-07-16T17:21:46.000000Z,294,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Ironsky,43056,282,2017416,2026-07-26T16:41:58.000000Z,293,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Ironsky,42685,281,2013591,2026-07-19T16:35:03.000000Z,296,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Эчпэчмак,41822,281,2017416,2026-07-26T16:41:58.000000Z,293,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Эчпэчмак,41194,281,2013591,2026-07-19T16:35:03.000000Z,296,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Tanadis,39700,282,2020648,2026-08-13T16:54:36.000000Z,259,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Tanadis,37843,281,2018160,2026-07-30T18:43:52.000000Z,270,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Alveria,29291,281,2016726,2026-07-23T16:54:42.000000Z,317,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Spaces,22107,274,2019547,2026-08-06T19:46:44.000000Z,412,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Графтррахула,20899,280,2020791,2026-08-13T19:49:25.000000Z,314,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Leotheras,Графтррахула,20788,278,2019590,2026-08-06T20:21:58.000000Z,354,548,3,2,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=2&specs=6%3A1
four_weeks,SSC,Karathress,Ворбул,40664,281,2018729,2026-08-02T16:37:07.000000Z,147,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
four_weeks,SSC,Karathress,Ironsky,38359,282,2018729,2026-08-02T16:37:07.000000Z,147,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
four_weeks,SSC,Karathress,Эчпэчмак,35611,281,2013598,2026-07-19T16:46:35.000000Z,189,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
four_weeks,SSC,Karathress,Ironsky,34600,282,2013598,2026-07-19T16:46:35.000000Z,189,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
four_weeks,SSC,Karathress,Tanadis,34008,282,2020655,2026-08-13T17:03:35.000000Z,173,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
four_weeks,SSC,Karathress,Tanadis,32763,280,2012991,2026-07-16T17:36:11.000000Z,199,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
four_weeks,SSC,Karathress,Tanadis,32586,281,2018170,2026-07-30T18:55:29.000000Z,170,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
four_weeks,SSC,Karathress,Tanadis,28790,280,2016753,2026-07-23T17:32:35.000000Z,274,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
four_weeks,SSC,Karathress,Alveria,28064,281,2019388,2026-08-06T16:54:55.000000Z,184,548,3,3,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-16&week_to=2026-08-19&page=1&i=39&boss=3&specs=6%3A1
